company.href,company.name,company.url,location,year.founded,fte,type.of.company,category,company.function,sector(s),source.of.revenue,description,short.description,social.impact,financial.info,data.collection,datasets
/Vanguard-Health-System-Now-part-of-Tenet-Health,Vanguard Health System (*Now part of Tenet Health),http://www.tenethealth.com/,TN,,,,Healthcare, Healthcare,,,,"Vanguard Health Systems, acquired by Tenet in 2013, helps improve the quality of medical care and patient safety at its hospitals and other businesses by evaluating processes and promoting best practices.",,,undocumented,"dataset.url,dataset.name
"
/Venatore-,Venatore ,http://venatore.com/,FL,,,,Data/Technology, Data/Technology,,,,"Venatôre is an enterprise Information Technology solutions provider, strategically positioned to provide leading systems solutions and technical services to our customers' mission-critical problems.",,,undocumented,"dataset.url,dataset.name
"
/VitalChek,VitalChek,https://www.vitalchek.com/,TN,,,,Governance, Governance,,,,"VitalChek provides an affordable and reliable way to obtain government-issued vital records such as birth certificates; it provides online services for hundreds of government agencies, delivering millions of documents every year.",,,undocumented,"dataset.url,dataset.name
"
/Vitals,Vitals,http://www.vitals.com/,NJ,,,,Healthcare, Healthcare,,,,"Vitals.com uses data and patient insight to help people find a doctor and prepare for appointments, help health-plan members choose providers and procedures by quality and cost, and help doctors and hospitals attract patients.",,,undocumented,"dataset.url,dataset.name
"
/Vizzuality,Vizzuality,http://vizzuality.com,"New York, NY",2011,,Private,,Data management and analysis,Geospatial data/mapping,"Subscriptions, Data management and analytic services","Vizzuality is a small development company based in Madrid and New York City. We have two branches of development, consulting and the development of our flagship product, CartoDB. We enjoy being a small and productive company that delivers great user experiences and helps to tell stories that matter. We have been trying to make the world better since 2007. In this time we have worked with some of the biggest conservation organizations on more than 20 projects. Our development of CartoDB arose from our work as consultants when we realized the need to tell stories with beautiful maps was greater than what our company could enable without such a product.",Vizzuality is a mission driven company that tries to help people communicate data to tell stories that matter.,"Vizzuality is a mission driven, open source company. In addition to the feedback we get from collaborators and customers, we measure our success by the number of people who use our software and fork our open source code.","As of now, Vizzuality is an entirely bootstrapped company. We have funded the development of CartoDB through the development of online tools and websites for clients. The user-base of CartoDB is growing fast and quickly become the primary revenue generator of the company. We have seventeen employees currently, shared between the United States, Spain, and Italy.",questionnaire,"dataset.url,dataset.name
openstreetmap.org,OpenStreetMap
http://www.census.gov/,US Census Bureau
"
/WDWOT-Why-Dont-We-Own-This,WDWOT (Why Don't We Own This?),http://whydontweownthis.com/,MI,,,,Housing/Real Estate, Housing/Real Estate,,,,"Why Don’t We Own This? has been launched initially in Detroit, Michigan to track foreclosure auctions and their effect on the city; it is now branching out to provide more year-round property and land use services.",,,undocumented,"dataset.url,dataset.name
"
/Walk-Score,Walk Score,http://www.walkscore.com,"Seattle, WA",0,,Private,,Information for consumers,"Arts,  Entertainment,  & Recreation, Crime, Education, Environmental, Finance, Geospatial data/mapping, Housing/Real Estate, Transportation","Advertising, Subscriptions, Database licensing","Walk Score makes it easy for apartment renters and homebuyers to find neighbourhoods where they
can drive less and live more. Walk Score believes that walkable neighbourhoods with access to public
transit, shorter commutes, and proximity to the people and places you love are the key to a happier,
healthier and more sustainable lifestyle. Walk Score delivers more than 9 million scores for apartment
and home addresses per day across a network of more than 15,000 real estate sites. According to
independent research conducted by CEOs for Cities, one point of Walk Score adds up to US$3,000 to
home values. To find your Walk Score, enter your address at http://www.walkscore.com.","Walk Score's mission is to promote walkable neighborhoods. Walkable neighborhoods are one of the simplest and best solutions for the environment, our health, and our economy.",Not answered by company,Not answered by company,questionnaire,"dataset.url,dataset.name
"
/WattzOn,WattzOn,http://www.wattzon.com/,CA,,,,Energy, Energy,,,,"WattzOn (www.WattzOn.com) is a personal energy management platform that helps people save money, save energy and go green, combining propriety data and analytics and best-of-breed scientific research.",,,undocumented,"dataset.url,dataset.name
"
/Way-Better-Patents,Way Better Patents,http://waybetterpatents.com/,"Oakton, VA",2012,4,Private,,"Data management and analytic services,Subscriptions,Other","Scientific Research, Other",,"Science and technology policy makers, inventors, entrepreneurs, and those seeking to develop new markets benefit from more informed access to data about innovations and changes being brought about by the informationization of innovation.  Patents are a place where knowledge is power.  Spreading the word helps combat the chronic information asymmetry in the patentsphere.",Way Better Patents is fighting information poverty one app at a time.,Not answered by company,"Way Better Patents is a self-funded, bootstrapped operation.  The combination of free access to patent data that used to cost over $100,000 as a starting point and the nature of internet start ups has enabled the principles to start a business with out own internal funding and to offer our services at prices that are disruptive to the patent and R&D information ecosystem.",questionnaire,"dataset.url,dataset.name
http://www.google.com/googlebooks/uspto-patents.html,USPTO Bulk Patent Downloads
http://www.nsf.gov/statistics/showpub.cfm?TopID=8,NSF R&D Data
https://www.fpds.gov/fpdsng_cms/index.php/en/,Federal Procurement Data System
"
/Waze,Waze,https://www.waze.com/,CA,,,,Transportation, Transportation,,,,"Waze uses community-generated real-time traffic data to help find the best route to a destination; let drivers report accidents, hazards, police and other events; give drivers road alerts; and help find the cheapest gas stations.",,,undocumented,"dataset.url,dataset.name
"
